Systematic_ID,Gene_name,Gene_product,uniprot_id,FYPOviability,Transcript,Chr,Start,End,Strand,mRNA_gc_content,genomic_coding_region_length,gc_content_of_genomic_coding_region,num_exon_regions,total_cds_length,cds_fraction,cds_gc_content,average_cds_length,num_introns,total_intron_length,average_intron_length,intron_gc_content,primary_transcript,isoform_number,mRNA_abundance,RNA_abundance_in_spores,tAI,mRNA_synthesis_rate,mRNA_half_life,Mass (kDa),pI,Charge,protein_length,CAI,protein_abundance,protein_half_life,evolutionary_rate,dN_dS,Multifunctionality,Nc,co_expression_degree,Paralog,paralog_count
SPBC13G1.02,mpg2,mannose-1-phosphate guanyltransferase,O60064,viable,SPBC13G1.02.1,II,3729722.0,3731389.0,+,0.382,1408.0,0.398,3.0,1245.0,0.88,0.487,415.0,2.0,163.0,81.5,0.368,primary_transcript,1.0,8.0,70.06,0.416286859990832,0.166112956810631,22.0,46.1,7.22,1.54,414,0.57,49079.85,15.21106,0.104028436018957,0.0437,5.0,44.946,167.0,none,0.0
SPBC13G1.03c,pex14,peroxisomal docking protein Pex14,O60065,viable,SPBC13G1.03c.1,II,3731297.0,3732399.0,-,0.339,921.0,0.35,2.0,861.0,0.93,0.434,430.5,1.0,60.0,60.0,0.316,primary_transcript,1.0,2.0,21.61,0.358853730466396,0.0836120401337793,16.96,32.81,4.53,-13.52,286,0.52,869.76,10.91665,0.718009478672986,0.128,5.0,44.002,715.0,none,0.0
SPBC13G1.04c,abh1,tRNA N1-methyladenine (m1A58) demethylase,O60066,viable,SPBC13G1.04c.1,II,3732634.0,3733854.0,-,0.361,957.0,0.385,2.0,894.0,0.93,0.441,447.0,1.0,63.0,63.0,0.395,primary_transcript,1.0,2.9,17.11,0.373247292860156,0.0989119683481701,29.58,33.86,6.38,-1.85,297,0.56,1388.24,8.938335,0.430331753554502,0.0939,4.0,46.038,688.0,none,0.0
SPBC13G1.05,emp65,"ER membrane protein involved in protein folding, human TAPT1 ortholog",O60067,inviable,SPBC13G1.05.1,II,3734404.0,3736981.0,+,0.343,2113.0,0.35,4.0,1950.0,0.92,0.434,487.5,3.0,163.0,54.33,0.344,primary_transcript,1.0,1.1,4.31,0.337929926922365,0.0979431929480901,1.94,74.73,9.88,25.13,649,0.61,37.55,,0.661137440758294,,6.0,48.599,229.0,none,0.0
SPBC13G1.06c,isd11,"mitochondrial [2Fe-2S] cluster assembly protein, LYR family Isd11",O60068,inviable,SPBC13G1.06c.1,II,3736597.0,3737500.0,-,0.324,388.0,0.325,2.0,309.0,0.8,0.441,154.5,1.0,79.0,79.0,0.303,primary_transcript,1.0,2.5,219.32,0.346763120149654,0.201207243460765,7.18,12.0,10.03,5.22,102,0.54,1727.98,12.27638,0.562796208530806,0.1516,5.0,53.536,207.0,none,0.0
SPBC13G1.07,swf1,palmitoyltransferase Swf1,O60069,inviable,SPBC13G1.07.1,II,3737549.0,3738937.0,+,0.332,1071.0,0.361,1.0,1071.0,1.0,0.395,1071.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.2,31.02,0.331187432384829,0.0918273645546373,12.24,41.47,9.07,13.79,356,0.62,,,0.731990521327014,,7.0,55.1,252.0,none,0.0
SPBC13G1.08c,ash2,Set1C complex and Lid2 complex subunit Ash2-trithorax family,O60070,viable,SPBC13G1.08c.1,II,3738915.0,3741393.0,-,0.367,1959.0,0.385,1.0,1959.0,1.0,0.408,1959.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,4.2,13.54,0.341085168197685,0.221238938053097,17.73,74.25,6.78,-1.79,652,0.57,5888.9,25.60772,0.330568720379147,0.0618,9.0,47.857,205.0,none,0.0
SPBC13G1.09,enp1,bystin family U3 and U14 snoRNA associated protein Enp1,O60071,inviable,SPBC13G1.09.1,II,3742370.0,3744092.0,+,0.365,1393.0,0.388,2.0,1350.0,0.97,0.454,675.0,1.0,43.0,43.0,0.355,primary_transcript,1.0,3.8,105.95,0.37853972370229,0.135685210312076,9.25,51.37,5.58,-8.62,449,0.59,6041.96,25.89387,0.199526066350711,0.0561,5.0,50.758,566.0,none,0.0
SPBC13G1.10c,rqt2,"RQT complex ATP-dependent RNA helicase Rqt2, human ASCC3 ortholog",O60072,viable,SPBC13G1.10c.1,II,3743973.0,3750009.0,-,0.374,5808.0,0.378,1.0,5808.0,1.0,0.342,5808.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.8,21.42,0.355716723327115,0.216450216450216,9.86,218.56,6.13,-24.88,1935,0.6,686.48,9.144888,0.220142180094787,0.0487,5.0,48.698,444.0,none,0.0
SPBC13G1.11,ykt6,SNARE Ykt6,O60073,inviable,SPBC13G1.11.1,II,3750124.0,3751325.0,+,0.342,642.0,0.375,2.0,594.0,0.93,0.428,297.0,1.0,48.0,48.0,0.358,primary_transcript,1.0,4.0,132.85,0.361447741717212,0.267379679144385,13.74,22.65,7.92,1.34,197,0.6,10995.71,10.5541,0.0374407582938389,0.0247,6.0,51.221,271.0,none,0.0
SPBC13G1.12,did2,ESCRT III complex subunit Did2,O60074,viable,SPBC13G1.12.1,II,3752314.0,3753680.0,+,0.34,1034.0,0.362,7.0,603.0,0.58,0.456,86.14,6.0,431.0,71.83,0.372,primary_transcript,1.0,2.8,186.04,0.374680425514738,0.0639795265515035,27.31,22.0,8.93,0.99,200,0.49,302.05,8.027561,0.195497630331754,0.0851,6.0,47.254,578.0,none,0.0
SPBC13G1.13,tfb2,transcription factor TFIIH complex subunit Tfb2,P87303,viable,SPBC13G1.13.1,II,3753900.0,3755717.0,+,0.367,1389.0,0.387,2.0,1344.0,0.97,0.467,672.0,1.0,45.0,45.0,0.312,primary_transcript,1.0,1.9,64.5,0.343534504565924,0.421940928270042,22.13,51.19,8.81,5.34,447,0.62,1241.54,,0.0635071090047393,0.0336,7.0,51.588,238.0,none,0.0
SPBC13G1.14c,rns1,exon junction complex associated RNA-binding protein Rns1,Q1MTR2,viable,SPBC13G1.14c.1,II,3726995.0,3728111.0,-,0.363,737.0,0.385,3.0,624.0,0.85,0.408,208.0,2.0,113.0,56.5,0.373,primary_transcript,1.0,2.7,37.8,0.333743769095869,0.0649772579597141,15.24,24.3,10.04,13.59,207,0.57,,,0.772037914691943,0.1572,6.0,54.33,40.0,none,0.0
SPBC13G1.15c,SPBC13G1.15c,Schizosaccharomyces pombe specific protein,Q9C0X3,unknown,SPBC13G1.15c.1,II,3741388.0,3741776.0,-,0.322,336.0,0.324,1.0,336.0,1.0,0.395,336.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.0,0.7,0.310354224436763,,,13.11,9.31,8.97,111,0.55,,,,,4.0,54.795,42.0,none,0.0
SPBC13G1.16,smp2,Schizosaccharomyces specific microprotein Smp2,G2TRR7,viable,SPBC13G1.16.1,II,3751128.0,3751694.0,-,0.337,189.0,0.376,1.0,189.0,1.0,0.434,189.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.0,,,,,7.33,9.71,4.42,62,0.48,,,,,,,,,
SPBC146.01,med15,mediator complex subunit Med15,Q9Y808,inviable,SPBC146.01.1,II,996683.0,1000175.0,+,0.393,3284.0,0.398,3.0,3192.0,0.97,0.421,1064.0,2.0,92.0,46.0,0.338,primary_transcript,1.0,1.9,69.83,0.359973054814222,0.177304964539007,2.09,118.45,10.11,25.94,1063,0.6,1244.29,,0.727725118483412,0.0952,6.0,48.507,149.0,none,0.0
SPBC146.02,SPBC146.02,Schizosaccharomyces specific protein,Q9Y807,viable,SPBC146.02.1,II,1000851.0,1002162.0,+,0.354,792.0,0.408,1.0,792.0,1.0,0.382,792.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.42,11.72,0.321865699377132,0.0884173297966401,2.84,29.32,10.61,19.06,263,0.6,,,0.919905213270142,0.1982,3.0,52.28,104.0,none,0.0
SPBC146.03c,cut3,condensin complex SMC subunit Smc4,P41004,inviable,SPBC146.03c.1,II,1002263.0,1006523.0,-,0.36,3975.0,0.367,1.0,3975.0,1.0,0.395,3975.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.8,5.37,0.373439273163856,0.147492625368732,21.66,150.65,6.46,-4.78,1324,0.6,1019.97,17.25984,0.588625592417062,0.0786,10.0,49.642,294.0,none,0.0
SPBC146.04,erv2,ER thiol oxidase Erv2,Q9Y806,viable,SPBC146.04.1,II,1007954.0,1008710.0,+,0.354,579.0,0.378,1.0,579.0,1.0,0.421,579.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.1,10.67,0.318967479054387,0.108225108225108,4.16,22.39,7.2,0.58,192,0.55,,,0.945497630331754,0.1224,8.0,48.119,112.0,none,0.0
SPBC146.05c,cwf25,complexed with Cdc5 protein Cwf25,Q9Y805,inviable,SPBC146.05c.1,II,1008690.0,1010127.0,-,0.367,1193.0,0.386,2.0,1131.0,0.95,0.477,565.5,1.0,62.0,62.0,0.263,primary_transcript,1.0,4.8,196.32,0.330221057610599,0.662251655629139,7.97,46.06,10.19,17.88,376,0.56,,,0.550947867298578,0.0871,4.0,51.609,360.0,none,0.0
SPBC146.06c,fan1,DNA repair protein Fan1,Q9Y804,viable,SPBC146.06c.1,II,1010348.0,1013105.0,-,0.337,2112.0,0.353,1.0,2112.0,1.0,0.395,2112.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.74,2.05,0.332996557761406,0.0898472596585804,6.28,82.22,8.11,9.75,703,0.61,,,0.768009478672986,0.1043,3.0,51.033,30.0,none,0.0
SPBC146.07,prp2,"U2 small nuclear RNA auxiliary factor small subunit, U2AF-59",P36629,inviable,SPBC146.07.1,II,1013310.0,1015179.0,+,0.381,1554.0,0.402,1.0,1554.0,1.0,0.474,1554.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,5.0,65.08,0.352099039149104,0.353356890459364,12.14,58.93,7.16,0.53,517,0.56,4638.75,11.02945,0.493601895734597,0.0827,3.0,48.119,109.0,none,0.0
SPBC146.08c,tif1102,translation initiation factor eIF1A-like,Q9Y803,viable,SPBC146.08c.1,II,1014863.0,1015841.0,-,0.338,436.0,0.346,2.0,384.0,0.88,0.414,192.0,1.0,52.0,52.0,0.352,primary_transcript,1.0,1.7,47.36,0.351302137133015,0.0225326723749437,20.31,14.71,4.69,-4.0,127,0.55,1451.02,10.71236,0.5239336492891,,5.0,53.721,800.0,none,0.0
SPBC146.09c,lsd1,histone demethylase SWIRM1,Q9Y802,viable,SPBC146.09c.1,II,1015936.0,1019241.0,-,0.376,3003.0,0.382,1.0,3003.0,1.0,0.382,3003.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.0,29.06,0.354078647857783,0.152671755725191,9.17,112.83,5.21,-25.51,1000,0.59,502.87,8.30564,0.723222748815166,,15.0,48.42,153.0,lsd2,1.0
SPBC146.10,mug57,"cell surface fascilin domain protein, implicated in adhesion Mug57",Q9Y801,viable,SPBC146.10.1,II,1019543.0,1021681.0,+,0.361,570.0,0.361,1.0,570.0,1.0,0.382,570.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.68,42.95,0.374599073512574,0.188323917137476,6.8,22.14,6.24,-2.68,189,0.57,4306.69,5.174747,0.868957345971564,0.3125,6.0,50.663,177.0,none,0.0
SPBC146.11c,mug97,meiotically upregulated gene Mug97,Q9Y800,viable,SPBC146.11c.1,II,1020184.0,1021448.0,-,0.389,1038.0,0.397,1.0,1038.0,1.0,0.421,1038.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.092,1.84,0.334883836626431,,,39.38,8.55,6.7,345,0.59,,,,0.1501,4.0,48.942,102.0,none,0.0
SPBC146.12,coq6,2-octaprenyl-6-methoxyphenol hydroxylase Coq6,Q9Y7Z9,condition-dependent,SPBC146.12.1,II,1022290.0,1024021.0,+,0.381,1440.0,0.398,1.0,1440.0,1.0,0.461,1440.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.8,2.74,0.37139371006745,0.13550135501355,18.21,53.57,9.77,14.27,479,0.59,3919.33,11.44289,0.571563981042654,0.0882,5.0,50.364,151.0,none,0.0
SPBC146.13c,myo1,myosin type I,Q9Y7Z8,condition-dependent,SPBC146.13c.1,II,1023963.0,1027973.0,-,0.4,3698.0,0.407,2.0,3654.0,0.99,0.541,1827.0,1.0,44.0,44.0,0.365,primary_transcript,1.0,9.5,68.65,0.413347937895387,0.221729490022173,11.29,135.71,9.74,38.22,1217,0.55,17856.67,14.31819,0.192654028436019,0.0353,25.0,44.874,365.0,none,0.0
SPBC146.14c,sec26,coatomer beta subunit,Q9UUF7,inviable,SPBC146.14c.1,II,1028878.0,1031938.0,-,0.399,2823.0,0.405,1.0,2823.0,1.0,0.474,2823.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,9.9,42.83,0.391951370999438,0.290697674418605,27.28,104.7,5.31,-15.26,940,0.61,11474.62,42.2028,0.241943127962085,0.0502,6.0,50.52,541.0,none,0.0
SPBC14C8.01c,cut2,"sister chromatid separation inhibitor, securin",P21135,inviable,SPBC14C8.01c.1,II,2203000.0,2204216.0,-,0.401,891.0,0.439,1.0,891.0,1.0,0.368,891.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.8,12.25,0.369549676238484,0.177304964539007,1.79,32.25,10.38,10.92,296,0.58,485.89,,0.96563981042654,0.2556,9.0,49.405,86.0,none,0.0
SPBC14C8.02,tim44,TIM23 translocase complex subunit Tim44,O60084,inviable,SPBC14C8.02.1,II,2205463.0,2207373.0,+,0.374,1284.0,0.411,1.0,1284.0,1.0,0.395,1284.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,5.3,33.39,0.387485752374964,0.352112676056338,10.13,48.55,9.83,12.15,427,0.63,9416.54,12.84467,0.286255924170616,0.0745,5.0,48.331,271.0,none,0.0
SPBC14C8.03,fma2,methionine aminopeptidase Fma2,O60085,viable,SPBC14C8.03.1,II,2207681.0,2209436.0,+,0.387,1281.0,0.42,1.0,1281.0,1.0,0.447,1281.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,13.0,60.42,0.440724562142151,0.418410041841004,28.08,47.27,5.81,-8.27,426,0.54,49579.05,12.4438,,0.0362,8.0,45.213,67.0,none,0.0
SPBC14C8.04,ilv6,acetolactate synthase regulatory subunit Ilv6,O60086,viable,SPBC14C8.04.1,II,2210123.0,2211918.0,+,0.374,1461.0,0.396,4.0,870.0,0.6,0.485,217.5,3.0,591.0,197.0,0.36,primary_transcript,1.0,22.0,107.0,0.446845849244782,0.263852242744063,34.01,31.83,6.26,-2.69,289,0.51,36454.57,18.22099,,0.0451,9.0,42.79,153.0,none,0.0
SPBC14C8.05c,meu17,"glucan-alpha-1,4-glucosidase",O60087,viable,SPBC14C8.05c.1,II,2211798.0,2213372.0,-,0.405,1353.0,0.424,1.0,1353.0,1.0,0.434,1353.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.049,9.25,0.388571586702078,,,51.16,4.94,-13.67,450,0.64,,,0.343127962085308,0.0549,8.0,52.006,68.0,none,0.0
SPBC14C8.06,arc1,ARP2/3 actin-organizing complex WD repeat subunit Sop2,P78774,inviable,SPBC14C8.06.1,II,2214398.0,2215817.0,+,0.431,1181.0,0.457,2.0,1134.0,0.96,0.474,567.0,1.0,47.0,47.0,0.348,primary_transcript,1.0,16.0,182.84,0.425416690082034,0.184162062615101,34.15,41.6,8.22,4.48,377,0.57,73551.96,17.84233,0.201895734597156,0.0475,11.0,45.599,412.0,none,0.0
SPBC14C8.07c,cdc18,MCM loader,P41411,inviable,SPBC14C8.07c.1,II,2215955.0,2217984.0,-,0.378,1734.0,0.394,1.0,1734.0,1.0,0.408,1734.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.9,0.58,0.357251479351936,0.308641975308642,2.27,64.75,9.13,17.92,577,0.58,,,0.50260663507109,0.0826,8.0,48.565,133.0,none,0.0
SPBC14C8.09c,dbl3,"translation inhibitor, IMPACT domain protein",O60090,viable,SPBC14C8.09c.1,II,2219430.0,2220428.0,-,0.362,893.0,0.373,2.0,894.0,1.0,0.454,447.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.47,12.36,0.340437218077717,,,34.3,9.21,6.36,297,0.58,,,,,3.0,51.925,224.0,none,0.0
SPBC14C8.10,mrpl24,mitochondrial ribosomal protein subunit L28,O60091,inviable,SPBC14C8.10.1,II,2220725.0,2223157.0,+,0.345,531.0,0.392,1.0,531.0,1.0,0.421,531.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.1,5.52,0.348495432659183,0.128865979381443,12.69,20.03,10.89,22.94,176,0.57,,15.90404,0.582701421800948,0.1141,5.0,52.482,79.0,none,0.0
SPBC14C8.11c,SPBC14C8.11c,Schizosaccharomyces pombe specific protein,O60092,viable,SPBC14C8.11c.1,II,2221627.0,2223474.0,-,0.332,480.0,0.367,1.0,480.0,1.0,0.434,480.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.37,0.46,0.317473593530466,0.042247570764681,18.65,17.65,9.29,6.54,159,0.54,,,,,3.0,49.381,44.0,none,0.0
SPBC14C8.12,rpb8,"DNA-directed RNA polymerase I, II and III subunit Rpb8",Q92399,inviable,SPBC14C8.12.1,II,2223646.0,2224720.0,+,0.313,485.0,0.326,3.0,378.0,0.78,0.43,126.0,2.0,107.0,53.5,0.338,primary_transcript,1.0,2.7,15.23,0.363871386178156,0.332225913621262,45.33,14.3,5.75,-1.53,125,0.48,3255.0,10.89784,0.0808056872037915,0.0333,10.0,43.001,650.0,none,0.0
SPBC14C8.13,srr1,"SRR1 family protein, DNA-repair associated protein, Srr1, conflicting annotations across species",O60093,viable,SPBC14C8.13.1,II,2224976.0,2228837.0,+,0.362,756.0,0.349,1.0,756.0,1.0,0.355,756.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.88,4.66,0.339139066874463,0.0585480093676815,6.57,29.23,8.26,4.45,251,0.58,,,0.760900473933649,0.0979,4.0,53.928,248.0,none,0.0
SPBC14C8.14c,pol5,rRNA processing protein Pol5,O60094,inviable,SPBC14C8.14c.1,II,2225986.0,2229029.0,-,0.38,2949.0,0.38,2.0,2880.0,0.98,0.461,1440.0,1.0,69.0,69.0,0.329,primary_transcript,1.0,4.7,30.83,0.385083752595071,0.196078431372549,10.41,109.72,5.48,-19.83,959,0.57,2495.9,17.61187,0.41042654028436,0.0787,8.0,48.088,673.0,none,0.0
SPBC14C8.15,SPBC14C8.15,triglyceride lipase-cholesterol esterase,O60095,viable,SPBC14C8.15.1,II,2230156.0,2233336.0,+,0.356,1555.0,0.361,4.0,1383.0,0.89,0.404,345.75,3.0,172.0,57.33,0.404,primary_transcript,1.0,2.3,40.96,0.344661576831578,0.154559505409583,22.99,52.67,7.29,1.21,460,0.6,670.82,,0.527251184834123,0.0728,8.0,51.075,79.0,SPBC16A3.12c|SPCC1672.09,2.0
SPBC14C8.16c,bot1,mitochondrial ribosomal protein subunit S45,O60096,condition-dependent,SPBC14C8.16c.1,II,2231539.0,2233122.0,-,0.356,948.0,0.379,1.0,948.0,1.0,0.434,948.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.5,86.13,0.376479809071018,0.131578947368421,25.41,35.75,10.19,13.62,315,0.6,6535.71,25.65245,0.8760663507109,0.1572,8.0,48.797,296.0,none,0.0
SPBC14C8.17c,spt8,SAGA complex WD repeat subunit Spt8,O60097,viable,SPBC14C8.17c.1,II,2233461.0,2235778.0,-,0.38,1628.0,0.415,2.0,1581.0,0.97,0.46,790.5,1.0,47.0,47.0,0.394,primary_transcript,1.0,2.6,10.76,0.365401039975618,0.480769230769231,3.51,58.42,4.11,-47.67,526,0.62,594.97,9.720361,0.403080568720379,0.0767,11.0,52.266,105.0,none,0.0
SPBC14C8.19,tam10,"nucleolar RNA binding protein, human SMAP ortholog, implicated in mRNA processing",G2TRQ9,viable,SPBC14C8.19.1,II,2218540.0,2219221.0,-,0.344,657.0,0.341,4.0,507.0,0.77,0.387,126.75,3.0,150.0,50.0,0.377,primary_transcript,1.0,3.0,76.44,0.354644547727823,,,19.11,10.72,20.19,168,0.57,6722.69,63.3927,,,,,,,
SPBC14F5.01,SPBC14F5.01,"DUF4504 family protein, human C1orf74 ortholog, implicated in transcription or signalling, possibly phosphate starvation response",O60098,unknown,SPBC14F5.01.1,II,4149667.0,4151009.0,+,0.314,837.0,0.345,1.0,837.0,1.0,0.329,837.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.98,3.32,0.309641869576381,0.0821692686935086,12.44,32.42,6.5,-1.86,278,0.62,,,,,4.0,56.838,416.0,none,0.0
SPBC14F5.02,trs65,TRAPP II complex subunit Trs65,O60099,inviable,SPBC14F5.02.1,II,4151480.0,4153311.0,+,0.353,1635.0,0.362,3.0,1548.0,0.95,0.377,516.0,2.0,87.0,43.5,0.344,primary_transcript,1.0,3.1,44.82,0.346421381044923,0.24330900243309,12.47,57.94,5.07,-14.4,515,0.59,,57.52845,0.952132701421801,0.2045,4.0,50.759,87.0,none,0.0
SPBC14F5.03c,kap123,karyopherin/importin beta family nuclear import signal receptor Kap123,O60100,viable,SPBC14F5.03c.1,II,4153236.0,4157124.0,-,0.384,3204.0,0.409,1.0,3204.0,1.0,0.434,3204.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,8.0,10.73,0.415193204914809,0.452488687782805,25.56,117.83,4.21,-73.05,1067,0.54,20408.63,14.44113,0.127014218009479,,8.0,43.106,435.0,none,0.0
SPBC14F5.04c,pgk1,phosphoglycerate kinase Pgk1,O60101,inviable,SPBC14F5.04c.1,II,4157821.0,4159461.0,-,0.478,1245.0,0.526,1.0,1245.0,1.0,0.513,1245.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,250.0,4482.46,0.593348401684314,1.44927536231884,53.75,43.96,8.35,4.03,414,0.43,691818.52,14.90371,0.0725118483412322,,6.0,28.901,47.0,none,0.0
SPBC14F5.05c,sam1,S-adenosylmethionine synthetase,O60198,inviable,SPBC14F5.05c.1,II,4162069.0,4163858.0,-,0.409,1149.0,0.459,1.0,1149.0,1.0,0.461,1149.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,160.0,166.05,0.517920028570291,0.497512437810945,24.61,41.83,5.9,-5.22,382,0.5,365576.41,15.31943,0.0436018957345972,0.0452,10.0,36.682,173.0,none,0.0
SPBC14F5.06,rli1,iron-sulfur ATPase involved in ribosome biogenesis and translation Rli1,O60102,inviable,SPBC14F5.06.1,II,4164628.0,4167261.0,+,0.379,2219.0,0.392,2.0,1782.0,0.8,0.5,891.0,1.0,437.0,437.0,0.329,primary_transcript,1.0,12.0,290.79,0.448932421093933,0.598802395209581,22.73,66.59,8.5,9.75,593,0.53,17564.2,28.47267,0.0590047393364929,0.0219,10.0,41.685,371.0,none,0.0
SPBC14F5.07,doa10,ER and nuclear envelope ubiquitin-protein ligase E3 Doa10,O60103,viable,SPBC14F5.07.1,II,4167479.0,4171911.0,+,0.361,3898.0,0.367,4.0,3729.0,0.96,0.448,932.25,3.0,169.0,56.33,0.321,primary_transcript,1.0,3.0,91.88,0.353063776824648,0.169779286926995,11.64,142.36,6.92,-0.83,1242,0.59,5596.82,9.876889,0.803080568720379,0.0897,7.0,48.998,275.0,none,0.0
SPBC14F5.08,med7,mediator complex subunit Med7,O60104,inviable,SPBC14F5.08.1,II,4172360.0,4175788.0,+,0.372,1197.0,0.363,2.0,1131.0,0.94,0.454,565.5,1.0,66.0,66.0,0.342,primary_transcript,1.0,1.4,11.44,0.348166215637217,0.458715596330275,9.7,43.51,4.69,-20.06,376,0.59,4276.39,9.798387,0.863270142180095,0.1219,4.0,52.022,629.0,none,0.0
SPBC14F5.09c,ade8,adenylosuccinate lyase Ade8,O60105,viable,SPBC14F5.09c.1,II,4172822.0,4175500.0,-,0.384,1449.0,0.415,1.0,1449.0,1.0,0.474,1449.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,7.0,53.2,0.460358460831689,,,54.31,6.71,-1.97,482,0.49,60416.78,16.85435,0.0616113744075829,0.0293,6.0,38.766,470.0,none,0.0
SPBC14F5.10c,SPBC14F5.10c,"ubiquitin-protein ligase E3, unknown biological role, implicated in protein catabolic process",O60106,viable,SPBC14F5.10c.1,II,4175472.0,4178058.0,-,0.358,1461.0,0.397,1.0,1461.0,1.0,0.474,1461.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.4,137.44,0.341402510158339,,,56.14,6.61,-3.31,486,0.58,,,0.49478672985782,0.0969,7.0,48.758,613.0,none,0.0
SPBC14F5.11c,snx41,PX domain sorting nexin Snx41,O60107,viable,SPBC14F5.11c.1,II,4178326.0,4180548.0,-,0.388,1879.0,0.395,2.0,1761.0,0.94,0.408,880.5,1.0,118.0,118.0,0.355,primary_transcript,1.0,2.6,135.51,0.355243283594461,0.373134328358209,2.73,67.0,6.18,-9.3,586,0.65,1413.02,10.59867,0.79739336492891,0.1132,4.0,53.644,527.0,none,0.0
SPBC14F5.12c,cbh2,"CENP-B homolog Cbh2, domesticated transposable element",O60108,viable,SPBC14F5.12c.1,II,4180737.0,4182438.0,-,0.374,1545.0,0.386,1.0,1545.0,1.0,0.395,1545.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.74,10.75,0.366557073842064,,,59.69,6.53,-2.25,514,0.61,1615.87,,,0.1138,7.0,52.378,282.0,cbh1,1.0
SPBC14F5.13c,pho8,vacuolar membrane alkaline phosphatase,O60109,viable,SPBC14F5.13c.1,II,4182551.0,4184618.0,-,0.382,1733.0,0.4,2.0,1599.0,0.92,0.428,799.5,1.0,134.0,134.0,0.382,primary_transcript,1.0,4.9,55.54,0.369835840839032,,,58.67,5.21,-16.01,532,0.59,5236.58,10.81824,0.515402843601896,0.0818,8.0,49.757,336.0,none,0.0
SPBC1539.01c,mrpl15,mitochondrial ribosomal protein subunit L57,Q9Y7Z7,inviable,SPBC1539.01c.1,II,4362882.0,4363791.0,-,0.333,633.0,0.343,1.0,633.0,1.0,0.382,633.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.6,178.6,0.341379105645441,0.187617260787992,15.22,23.95,9.5,10.0,210,0.53,1200.9,9.774954,0.96042654028436,0.1876,9.0,43.83,429.0,none,0.0
SPBC1539.02,SPBC1539.02,"nuclear protein, human IK ortholog, implicated in meiotic chromosome segregation in fission yeast, splicing or spindle checkpoint in human",Q9Y7Z6,viable,SPBC1539.02.1,II,4363897.0,4367876.0,+,0.357,1161.0,0.363,1.0,1161.0,1.0,0.434,1161.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.3,26.73,0.365729538603724,,,44.36,8.61,4.64,386,0.55,,13.32712,0.868720379146919,0.1169,3.0,48.015,333.0,none,0.0
SPBC1539.03c,arg41,argininosuccinate lyase,P50514,viable,SPBC1539.03c.1,II,4365346.0,4366835.0,-,0.4,1383.0,0.409,1.0,1383.0,1.0,0.421,1383.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,5.5,76.41,0.413214860156793,0.159744408945687,38.64,51.57,5.51,-8.63,460,0.58,25531.83,12.63732,0.0834123222748815,0.0254,4.0,45.839,19.0,arg7,1.0
SPBC1539.04,tts1,"tetra spanning protein 1, Tts1",Q9Y7Z5,viable,SPBC1539.04.1,II,4368342.0,4369816.0,+,0.357,1026.0,0.381,2.0,840.0,0.82,0.452,420.0,1.0,186.0,186.0,0.303,primary_transcript,1.0,9.3,601.97,0.414194914393658,0.0377500943752359,16.71,31.57,11.09,23.93,279,0.53,6577.81,,0.711137440758294,0.1475,5.0,48.638,130.0,none,0.0
