complex_term_id	GO_term_name	systematic_id	symbol	gene_product_description	UniProt_ID	evidence_code	source	assigned_by
GO:0031475	myosin V complex	SPBC2D10.14c	myo51	myosin type V	O74805	TAS	PMID:24531330	PomBase
GO:0031475	myosin V complex	SPCC1919.10c	myo52	myosin type V	O94477	TAS	PMID:24531330	PomBase
GO:0031499	TRAMP complex	SPAC12G12.13c	cid14	TRAMP complex poly(A) polymerase subunit Cid14	Q9UTN3	EXP	PMID:17512405	PomBase
GO:0031499	TRAMP complex	SPAC12G12.13c	cid14	TRAMP complex poly(A) polymerase subunit Cid14	Q9UTN3	IDA	PMID:17512405,PMID:20403971	PomBase
GO:0031499	TRAMP complex	SPAC6F12.16c	mtr4	TRAMP complex ATP-dependent RNA helicase subunit Mtr4	O14232	EXP	PMID:17512405	PomBase
GO:0031499	TRAMP complex	SPAC6F12.16c	mtr4	TRAMP complex ATP-dependent RNA helicase subunit Mtr4	O14232	IDA	PMID:17512405,PMID:20403971	PomBase
GO:0031499	TRAMP complex	SPBP35G2.08c	air1	TRAMP complex zinc knuckle subunit Air1	Q9P795	EXP	PMID:17512405	PomBase
GO:0031499	TRAMP complex	SPBP35G2.08c	air1	TRAMP complex zinc knuckle subunit Air1	Q9P795	IDA	PMID:17512405,PMID:20403971	PomBase
GO:0031510	SUMO activating enzyme complex	SPAC4C5.04	rad31	SUMO activating enzyme E1-type Rad31	P79064	IBA	GO_REF:0000033	GO_Central
GO:0031510	SUMO activating enzyme complex	SPBC16H5.03c	uba2	SUMO activating enzyme E1-type Uba2	O42939	IBA	GO_REF:0000033	GO_Central
GO:0031511	Mis6-Sim4 complex	SPAC11H11.05c	fta6	Mis6-Sim4 complex subunit Fta6	Q9UTP3	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPAC1687.20c	mis6	CENP-I ortholog, inner centromere connector Mis6	P87227	IDA	PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPAC1783.03	fta2	CENP-P ortholog Fta2	Q9US26	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPAC23H4.11c	cnl2	centromere localized protein Cnl2	O13952	IDA	PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPAC25B8.14	mal2	CENP-O ortholog Mal2	Q10290	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPAC4F10.12	fta1	CENP-L ortholog Fta1	O36024	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPBC18E5.03c	sim4	CENP-K ortholog Sim4	O94494	IDA	PMID:12719471,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPBC21.01	mis17	CENP-U ortholog Mis17	O94643	IDA	PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPBP22H7.09c	mis15	CENP-N ortholog Mis15	Q9C0W0	IDA	PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPBP8B7.12c	fta3	CENP-H ortholog Fta3	O94261	IDA	PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPBP8B7.12c	fta3	CENP-H ortholog Fta3	O94261	IPI	PMID:16079914	PomBase
GO:0031511	Mis6-Sim4 complex	SPCC1235.07	fta7	CENP-Q homolog Fta7	O74844	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPCC1393.04	fta4	Mis6-Sim4 complex subunit Fta4	O94716	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031515	tRNA (m1A) methyltransferase complex	SPAC9G1.12	trm61	tRNA (m1A) methyltransferase complex catalytic subunit Trm61	O14307	IBA	GO_REF:0000033	GO_Central
GO:0031515	tRNA (m1A) methyltransferase complex	SPBC800.08	trm6	tRNA (adenine(58)-N1)-methyltransferase non-catalytic subunit (tRNA (m1A) methyltransferase complex) Trm6	Q9HGL4	IBA	GO_REF:0000033	GO_Central
GO:0031588	nucleotide-activated protein kinase complex	SPAC1556.08c	cbs2	serine/threonine protein kinase AMPK (gamma) subunit Cbs2	Q10343	IDA	PMID:17289942,PMID:22375066	PomBase
GO:0031588	nucleotide-activated protein kinase complex	SPAC1556.08c	cbs2	serine/threonine protein kinase AMPK (gamma) subunit Cbs2	Q10343	IPI	PMID:19371376	PomBase
GO:0031588	nucleotide-activated protein kinase complex	SPCC1919.03c	amk2	serine/threonine protein kinase AMPK (beta) regulatory subunit Amk2	P78789	IDA	PMID:17289942,PMID:22375066	PomBase
GO:0031588	nucleotide-activated protein kinase complex	SPCC74.03c	ssp2	serine/threonine protein kinase AMPK catalytic (alpha) subunit Ssp2	O74536	IDA	PMID:17289942,PMID:22375066	PomBase
GO:0031680	G-protein beta/gamma-subunit complex	SPBC215.04	git11	heterotrimeric G protein gamma subunit Git11	O94309	IDA	PMID:11238401	PomBase
GO:0031680	G-protein beta/gamma-subunit complex	SPBC32H8.07	git5	heterotrimeric G protein beta (WD repeat) subunit Git5	Q10282	IDA	PMID:11238401	PomBase
GO:0031931	TORC1 complex	SPAC57A7.11	mip1	TORC1 substrate adaptor, WD repeat protein, Raptor homolog Mip1	P87141	IDA	PMID:17046992,PMID:17261596,PMID:22645648	PomBase
GO:0031931	TORC1 complex	SPBC216.07c	tor2	TORC1 serine/threonine protein kinase Tor2	Q9Y7K2	IDA	PMID:17046992,PMID:17261596,PMID:18076573,PMID:22645648	PomBase
GO:0031931	TORC1 complex	SPBC21B10.05c	wat1	TORC1/2 complex WD repeat protein Wat1/Lst8	O74184	IDA	PMID:17046992,PMID:17261596	PomBase
GO:0031931	TORC1 complex	SPBP18G5.03	toc1	TORC1 complex Tor2 interacting protein 1	Q9HDW0	IPI	PMID:18076573	PomBase
GO:0031931	TORC1 complex	SPCC162.12	tco89	TORC1 subunit Tco89	O74428	IDA	PMID:22645648	PomBase
GO:0031932	TORC2 complex	SPAC6B12.03c	bit2	HbrB family protein involved in TOR signaling Bit2	O14208	IBA	GO_REF:0000033	GO_Central
GO:0031932	TORC2 complex	SPAPYUG7.02c	sin1	MAP kinase and TOR substrate adaptor Sin1	Q9P7Y9	IDA	PMID:17261596,PMID:22645648	PomBase
GO:0031932	TORC2 complex	SPBC12C2.02c	ste20	Rictor homolog, Ste20	Q09743	IDA	PMID:17261596,PMID:22645648	PomBase
GO:0031932	TORC2 complex	SPBC21B10.05c	wat1	TORC1/2 complex WD repeat protein Wat1/Lst8	O74184	IDA	PMID:17261596	PomBase
GO:0031932	TORC2 complex	SPBC30D10.10c	tor1	TORC2 serine/threonine protein kinase Tor1	O14356	IDA	PMID:17046992,PMID:17261596,PMID:18076573,PMID:22645648	PomBase
GO:0031932	TORC2 complex	SPCC777.08c	bit61	Protor homolog, Bit61	O74547	IDA	PMID:22645648	PomBase
GO:0031942	i-AAA complex	SPAP27G11.02	mgr3	mitochondrial inner membrane i-AAA protease complex TPR repeat subunit Mgr3	Q9P7N6	IBA	GO_REF:0000033	GO_Central
GO:0031942	i-AAA complex	SPCC965.04c	yme1	mitochondrial inner membrane i-AAA protease complex subunit Yme1	O59824	ISO	GO_REF:0000024	PomBase
GO:0032040	small-subunit processome	SPAC1093.05	hca4	ATP-dependent RNA helicase Hca4	Q9UTP9	ISO	GO_REF:0000024	PomBase
GO:0032040	small-subunit processome	SPAC1565.05	utp8	small subunit processome, t-UTP complex subunit Utp8	Q9P3A9	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPAC18B11.06	lcp5	U3 snoRNP-associated protein Lcp5	Q09713	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPAC18G6.06	utp11	U3 snoRNP-associated protein Utp11	Q10106	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPAC18G6.07c	mra1	rRNA (pseudouridine) methyltransferase Mra1	Q10107	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPAC18G6.14c	rps7	40S ribosomal protein S7	Q10101	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPAC19A8.07c	imp4	U3 snoRNP-associated protein Imp4	O13823	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPAC19D5.05c	imp3	U3 snoRNP-associated protein Imp3	O13835	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPAC1B3.13	nan1	small subunit processome, U3 snoRNP-associated WD repeat protein Nan1/Utp17	O13878	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPAC20H4.01	utp5	U3 snoRNP-associated protein Utp5	Q9HE11	ISO	GO_REF:0000024	PomBase
GO:0032040	small-subunit processome	SPAC23C11.03	mpp10	U3 snoRNP-associated protein Mpp10	O13910	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPAC23G3.06	nop58	small subunit processome, U3 snoRNP-associated protein Nop58	Q9P7S7	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPAC2E1P5.05	rrp9	U3 snoRNP-associated protein Rrp9	Q9P7C0	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPAC57A7.06	utp14	U3 snoRNP-associated protein Utp14	P87137	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPAC607.03c	snu13	U3 snoRNP-associated protein Snu13	O74690	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPAC959.03c	utp7	small subunit processome, U3 snoRNP-associated protein Utp7	Q9P4X3	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPAPB1A10.06c	dhx37	ATP-dependent RNA helicase, small-subunit processome Dhx37	Q9HDY4	ISO	GO_REF:0000024	PomBase
GO:0032040	small-subunit processome	SPBC1604.06c	noc4	CBF/Mak21 family Noc4	O94372	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPBC19F5.02c	utp4	small subunit processome, U3 snoRNP-associated WD repeat protein Utp4	O60161	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPBC1A4.07c	sof1	small subunit processome, U3 snoRNP-associated protein Sof1	O74340	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPBC23E6.04c	utp10	small subunit processome, U3 snoRNP-associated protein Utp10	O60179	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPBC244.02c	utp6	U3 snoRNP-associated protein Utp6	O60188	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPBC25B2.05	mis3	rRNA processing protein Mis3	O74777	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPBC29A3.06	utp18	small subunit processome, CGI-48 family Utp18	P78750	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPBC2D10.10c	fib1	fibrillarin, rRNA and histone methyltransferase	P35551	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPBC31E1.06	bms1	GTP binding protein Bms1	O94653	IEA	GO_REF:0000117	UniProt
GO:0032040	small-subunit processome	SPBC32H8.04c	utp24	18S rRNA endonuclease Utp24	O13610	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPBC3B8.09	utp3	U3 snoRNP-associated protein Utp3	Q1MTS0	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPBC3D6.12	dip2	small subunit processome, U3 snoRNA associated protein Dip2	P87177	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPBC3F6.04c	nop14	U3 snoRNP-associated protein Nop14	O43051	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPBC4.02c	SPBC4.02c	rRNA 2'-O-methyltransferase fibrillarin-like	Q9USS8	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPBC428.19c	utp15	U3 snoRNP-associated WD repeat protein Utp15	O94365	ISO	GO_REF:0000024	PomBase
GO:0032040	small-subunit processome	SPBC56F2.04	utp20	U3 snoRNP-associated protein Utp20	O60055	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPBC646.10c	nop56	U3 snoRNP-associated protein Nop56	O94514	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPBC713.04c	pwp2	small subunit processome, U3 snoRNP-associated protein Utp1	Q9C1X1	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPBC776.08c	utp22	small-subunit processome, UTP-C complex subunit Utp22	O94676	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPBP8B7.10c	utp16	U3 snoRNP-associated protein Utp16	O94259	ISO	GO_REF:0000024	PomBase
GO:0032040	small-subunit processome	SPCC1183.07	rrp5	U3 snoRNP-associated protein Rrp5	O74835	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPCC1672.07	utp21	small subunit processome, U3 snoRNP-associated protein Utp21	O14053	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPCC16A11.02	utp13	small subunit processome, U3 snoRNP-associated protein Utp13	Q9USN3	IDA	PMID:36423630	PomBase
GO:0032040	small-subunit processome	SPCC18.12c	utp23	rRNA processing protein Utp23	O74862	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPCC1827.01c	utp25	U3 associated protein Utp25	O74974	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPCC330.09	enp2	rRNA processing protein Enp2	O74879	IBA	GO_REF:0000033	GO_Central
GO:0032040	small-subunit processome	SPCC576.08c	rps2	40S ribosomal protein S2	O74892	ISO	GO_REF:0000024	PomBase
GO:0032044	DSIF complex	SPAC23C4.19	spt5	DSIF transcription elongation factor complex subunit Spt5	O13936	IDA	PMID:19460865	PomBase
GO:0032044	DSIF complex	SPBC21C3.16c	spt4	DSIF transcription elongation factor complex subunit Spt4	Q9P7K8	IDA	PMID:19460865	PomBase
GO:0032116	SMC loading complex	SPAC1687.18c	ssl3	cohesin loading factor Ssl3	O94459	IDA	PMID:16682348,PMID:24291789	PomBase
GO:0032116	SMC loading complex	SPAC31A2.05c	mis4	cohesin loading factor (adherin) Mis4/Scc2	Q09725	IDA	PMID:16682348,PMID:24291789	PomBase
GO:0032133	chromosome passenger complex	SPBC336.15	pic1	chromosome passenger complex subunit, INCENP ortholog Pic1	Q1MTN3	TAS	PMID:16199877	PomBase
GO:0032133	chromosome passenger complex	SPBC725.12	nbl1	Borealin homolog Nbl1	O94328	IDA	PMID:19570910	PomBase
GO:0032133	chromosome passenger complex	SPCC320.13c	ark1	Aurora-B kinase Ark1	O59790	IDA	PMID:11554922	PomBase
GO:0032133	chromosome passenger complex	SPCC962.02c	bir1	survivin, Bir1	O14064	IDA	PMID:11554922	PomBase
GO:0032151	mitotic septin complex	SPAC4F10.11	spn1	mitotic septin Spn1	O36023	IDA	PMID:15385632	PomBase
GO:0032151	mitotic septin complex	SPAC821.06	spn2	mitotic and meiotic (sporulation) septin Spn2	Q09116	IDA	PMID:15385632	PomBase
GO:0032151	mitotic septin complex	SPAC9G1.11c	spn4	mitotic septin Spn4	P48009	IDA	PMID:15385632	PomBase
GO:0032151	mitotic septin complex	SPBC16A3.01	spn3	mitotic septin Spn3	P48008	IDA	PMID:15385632	PomBase
GO:0032152	meiotic septin complex	SPAC24C9.15c	spn5	meiotic septin Spn5	P48010	IDA	PMID:20123972	PomBase
GO:0032152	meiotic septin complex	SPAC821.06	spn2	mitotic and meiotic (sporulation) septin Spn2	Q09116	IDA	PMID:20123972	PomBase
GO:0032152	meiotic septin complex	SPBC19F8.01c	spn7	meiotic septin Spn7	O60165	IDA	PMID:20123972	PomBase
GO:0032152	meiotic septin complex	SPCC188.12	spn6	meiotic (sporulation) septin Spn6	Q09883	IDA	PMID:20123972	PomBase
GO:0032221	Rpd3S complex	SPAC16C9.05	cph1	Clr6 histone deacetylase associated PHD finger protein Cph1	Q09819	IDA	PMID:17450151,PMID:19040720,PMID:37076472,PMID:37459529	PomBase
GO:0032221	Rpd3S complex	SPAC23C11.15	pst2	Clr6 histone deacetylase complex subunit Pst2	O13919	IDA	PMID:12773392,PMID:17450151,PMID:19040720,PMID:37076472,PMID:37459529	PomBase
GO:0032221	Rpd3S complex	SPAC23H4.12	alp13	Clr6 histone deacetylase complex, chromodomain subunit Alp13/Eaf3	O13953	IDA	PMID:12773392,PMID:17450151,PMID:19040720,PMID:37076472,PMID:37459529	PomBase
GO:0032221	Rpd3S complex	SPAC29A4.18	prw1	histone chaperone, Clr6 and Rpd3L complex WD repeat subunit Prw1	O14021	IDA	PMID:12773392,PMID:17450151,PMID:19040720,PMID:37076472,PMID:37459529	PomBase
GO:0032221	Rpd3S complex	SPAC2F7.07c	cph2	Clr6 histone deacetylase associated PHD-finger protein Cph2	Q09698	IDA	PMID:17450151,PMID:19040720,PMID:37076472,PMID:37459529	PomBase
GO:0032221	Rpd3S complex	SPBC36.05c	clr6	histone deacetylase (class I) H3-K9 specific complex subunit Clr6	O59702	IDA	PMID:12773392,PMID:17450151,PMID:19040720,PMID:37076472,PMID:37459529	PomBase
GO:0032299	ribonuclease H2 complex	SPAC12B10.15c	rnh203	ribonuclease H2 complex subunit Rnh203	Q10448	ISO	GO_REF:0000024	PomBase
GO:0032299	ribonuclease H2 complex	SPAC4G9.02	rnh201	ribonuclease H2 complex subunit Rnh201	Q10236	IBA	GO_REF:0000033	GO_Central
GO:0032299	ribonuclease H2 complex	SPBC1347.08c	rnh202	ribonuclease H2 complex subunit Rnh202	O94627	IBA	GO_REF:0000033	GO_Central
GO:0032301	MutSalpha complex	SPBC19G7.01c	msh2	MutS protein homolog 2	O74773	IBA	GO_REF:0000033	GO_Central
GO:0032301	MutSalpha complex	SPCC285.16c	msh6	MutS protein homolog	O74502	IBA	GO_REF:0000033	GO_Central
GO:0032389	MutLalpha complex	SPAC19G12.02c	pms1	MutL family mismatch-repair protein Pms1	P54280	IBA	GO_REF:0000033	GO_Central
GO:0032389	MutLalpha complex	SPBC1703.04	mlh1	MutL family protein Mlh1	Q9P7W6	IBA	GO_REF:0000033	GO_Central
GO:0032478	heterotetrameric polyprenyl diphosphate synthase complex	SPAC19G12.12	dlp1	decaprenyl diphosphate synthase subunit 2 Dlp1	O13851	IPI	PMID:14519123	PomBase
GO:0032478	heterotetrameric polyprenyl diphosphate synthase complex	SPBPJ4664.01	dps1	decaprenyl diphosphate synthase subunit Dps1/Coq1	O43091	IPI	PMID:14519123	PomBase
GO:0032545	CURI complex	SPBC776.08c	utp22	small-subunit processome, UTP-C complex subunit Utp22	O94676	IBA	GO_REF:0000033	GO_Central
GO:0032545	CURI complex	SPBC776.17	rrp7	rRNA processing protein Rrp7	O94683	IBA	GO_REF:0000033	GO_Central
GO:0032783	super elongation complex	SPAC6G9.15c	ebp1	Ell binding protein Ebp1	Q92360	IDA	PMID:30102332	PomBase
GO:0032783	super elongation complex	SPBP23A10.14c	ell1	RNA polymerase II transcription elongation factor Ell1	Q9P7X2	IDA	PMID:17150956,PMID:30102332	PomBase
GO:0032783	super elongation complex	SPCC1223.10c	eaf1	RNA polymerase II transcription elongation factor Eaf1	A0ZWU1	IDA	PMID:17150956,PMID:30102332	PomBase
GO:0032797	SMN complex	SPAC19B12.12c	yip11	SMN complex subunit Yip11/Gem2	P0CU08	IDA	PMID:33754639	UniProt
GO:0032797	SMN complex	SPAC2G11.08c	smn1	SMN complex subunit Smn1/Gem1	Q09808	IDA	PMID:33754639	PomBase
GO:0032797	SMN complex	SPAC4D7.15	gem6	SMN complex subunit Gem6	G2TRK8	IDA	PMID:33754639	PomBase
GO:0032797	SMN complex	SPAPB17E12.02	yip12	SMN complex subunit Yip12/Gem2	P0CU09	IBA	GO_REF:0000033	GO_Central
GO:0032797	SMN complex	SPBC16H5.15	gem8	SMN complex subunit Gem8	Q9USY8	IDA	PMID:33754639	PomBase
GO:0032797	SMN complex	SPBC32F12.16	gem7	SMN complex subunit Gem7	G2TRR1	IDA	PMID:33754639	PomBase
GO:0032798	Swi5-Sfr1 complex	SPBC28F2.07	sfr1	DNA recombination mediator Sfr1	Q9USV1	IDA	PMID:14663140,PMID:16921379,PMID:22033972,PMID:22405003,PMID:24186976	PomBase
GO:0032798	Swi5-Sfr1 complex	SPBC28F2.07	sfr1	DNA recombination mediator Sfr1	Q9USV1	IPI	PMID:23324799	PomBase
GO:0032798	Swi5-Sfr1 complex	SPBC409.03	swi5	DNA recombination mediator Swi5	Q9UUB7	IDA	PMID:14663140,PMID:16921379,PMID:22405003,PMID:24186976	PomBase
GO:0032798	Swi5-Sfr1 complex	SPBC409.03	swi5	DNA recombination mediator Swi5	Q9UUB7	IPI	PMID:23324799	PomBase
GO:0032807	DNA ligase IV complex	SPAC6G9.16c	xrc4	XRCC4 nonhomologous end joining factor Xrc4	Q92361	IPI	PMID:24847916	PomBase
GO:0032807	DNA ligase IV complex	SPCC1183.05c	lig4	DNA repair ligase Lig4	O74833	IPI	PMID:24847916	PomBase
GO:0032807	DNA ligase IV complex	SPCC24B10.14c	xlf1	XRCC4-like nonhomologous end joining factor, Cernunnon Xlf1/Nej1	Q9P7J2	TAS	PMID:17151234	PomBase
GO:0032865	ERMES complex	SPAC17H9.17c	mdm10	ERMES and SAM complex subunit Mdm10	O13814	IBA	GO_REF:0000033	GO_Central
GO:0032865	ERMES complex	SPBC19C2.11c	mdm34	ERMES complex subunit, membrane tether and lipid transfer protein Mdm34	Q9UUC9	IBA	GO_REF:0000033	GO_Central
GO:0032865	ERMES complex	SPBC27B12.01c	mmm1	ERMES complex subunit, membrane tether and lipid transfer protein Mmm1	O74368	IBA	GO_REF:0000033	GO_Central
GO:0032865	ERMES complex	SPBC28F2.06c	mdm12	ERMES complex subunit, membrane tether and lipid transfer protein Mdm12	Q92377	IBA	GO_REF:0000033	GO_Central
GO:0032865	ERMES complex	SPCC320.04c	gem1	ERMES complex GTPase subunit Gem1	O59781	ISO	GO_REF:0000024	PomBase
GO:0032936	SREBP-SCAP complex	SPBC19C2.09	sre1	DNA-binding transcription factor, sterol regulatory element binding protein Sre1	Q9UUD1	IPI	PMID:15797383	PomBase
GO:0032936	SREBP-SCAP complex	SPBC3B9.15c	scp1	Sre1 cleavage activating protein, Scap Scp1	O43043	IPI	PMID:15797383	PomBase
GO:0033063	Rad51B-Rad51C-Rad51D-XRCC2 complex	SPAC3C7.03c	rad55	DNA recombination mediator, RecA family ATPase Rad55/Rhp55	O14129	IBA	GO_REF:0000033	GO_Central
GO:0033065	Rad51C-XRCC3 complex	SPAC20H4.07	rad57	DNA recombination mediator, RecA family ATPase Rad57/Rhp57	Q9UUL2	NAS	GO_REF:0000051	PomBase
GO:0033065	Rad51C-XRCC3 complex	SPAC3C7.03c	rad55	DNA recombination mediator, RecA family ATPase Rad55/Rhp55	O14129	IBA	GO_REF:0000033	GO_Central
GO:0033100	NuA3 histone acetyltransferase complex	SPAC23D3.01	pdp3	PWWP domain protein, involved in chromatin remodeling	Q09842	ISO	GO_REF:0000024	PomBase
GO:0033100	NuA3 histone acetyltransferase complex	SPBC17D11.04c	nto1	histone acetyltransferase complex PHD finger subunit Nto1	O74759	ISO	GO_REF:0000024	PomBase
GO:0033100	NuA3 histone acetyltransferase complex	SPBC215.07c	pdp2	PWWP domain protein Pdp2	O94312	ISO	GO_REF:0000024	PomBase
GO:0033100	NuA3 histone acetyltransferase complex	SPBC29A3.13	pdp1	PWWP domain protein Pdp1	O59676	ISO	GO_REF:0000024	PomBase
GO:0033167	ARC complex	SPAC13G7.07	arb2	argonaute binding protein 2	Q10271	IDA	PMID:17310250	PomBase
GO:0033167	ARC complex	SPAC140.03	arb1	argonaute inhibitor protein 1	Q9P7B8	IDA	PMID:17310250	PomBase
GO:0033167	ARC complex	SPCC736.11	ago1	argonaute	O74957	IDA	PMID:17310250	PomBase
GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain	SPMIT.10	atp9	F1-FO ATP synthase membrane subunit, Atp9	P21537	IEA	GO_REF:0000002	InterPro
GO:0033185	dolichol-phosphate-mannose synthase complex	SPAC31G5.16c	dpm1	dolichyl-phosphate beta-D-mannosyltransferase catalytic subunit Dpm1	O14466	ISO	GO_REF:0000024	PomBase
GO:0033185	dolichol-phosphate-mannose synthase complex	SPBC1677.02	dpm3	dolichol-phosphate mannosyltransferase subunit 3	O94633	IBA	GO_REF:0000033	GO_Central
GO:0033185	dolichol-phosphate-mannose synthase complex	SPBC21B10.11	dpm2	dolichol-phosphate mannosyltransferase regulatory subunit Dpm2	Q9USW6	ISO	GO_REF:0000024	PomBase
GO:0033186	CAF-1 complex	SPAC25H1.06	pcf3	histone H3-H4 chaperone, CAF assembly factor (CAF-1) complex WD repeat subunit C, Pcf3	Q9Y825	IDA	PMID:18761674	PomBase
GO:0033186	CAF-1 complex	SPAC26H5.03	pcf2	histone H3-H4 chaperone, CAF assembly factor (CAF-1) complex WD repeat subunit, Pcf2	O13985	IDA	PMID:18761674	PomBase
GO:0033186	CAF-1 complex	SPBC29A10.03c	pcf1	histone H3-H4 chaperone, CAF assembly factor (CAF-1) complex subunit A Pcf1	Q1MTN9	IDA	PMID:18761674	PomBase
GO:0033193	Lsd1/2 complex	SPAC23E2.02	lsd2	histone demethylase SWIRM2	Q10135	IDA	PMID:17371846,PMID:17434129,PMID:17440621	PomBase
GO:0033193	Lsd1/2 complex	SPAC30D11.08c	phf2	Lsd1/2 complex PHD finger protein Phf2	Q09908	IDA	PMID:17371846,PMID:17434129,PMID:17440621	PomBase
GO:0033193	Lsd1/2 complex	SPBC146.09c	lsd1	histone demethylase SWIRM1	Q9Y802	IDA	PMID:17371846,PMID:17434129,PMID:17440621	PomBase
